keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
kayla leather dining chair,5,30,1.4,0,5.639999866485596,transactional,https://habitusfurniture.com/products/kayla-leather-dining-chair
buffet espresso,8,70,1.4,0,1.1200000047683716,transactional,https://habitusfurniture.com/products/float-espresso-buffet
wildwood grove sectional,8,70,1.4,0,2.8499999046325684,navigational,https://habitusfurniture.com/products/grove-sectional
zara swivel chair,8,70,1.4,0,1.350000023841858,transactional,https://habitusfurniture.com/products/zara-swivel-lounge-chair
contemporary furniture florida,6,40,1.4,0,2.119999885559082,commercial,https://habitusfurniture.com/
contemporary furniture miami fl,6,40,1.4,0,2.619999885559082,navigational,https://habitusfurniture.com/
florida contemporary furniture,6,40,1.4,0,2.119999885559082,commercial,https://habitusfurniture.com/
outdoor furniture aventura,6,40,1.4,0,4.679999828338623,navigational,https://habitusfurniture.com/
concrete pedestal dining table,7,50,1.3,0,2.9800000190734863,transactional,https://habitusfurniture.com/products/podium-oval-concrete-dining-table
park sectional sofa,7,50,1.3,0,2.3600001335144043,transactional,https://habitusfurniture.com/products/park-leather-motion-sectional-sofa
un sofa,7,50,1.3,0,0.8299999833106995,transactional,https://habitusfurniture.com/products/una-sofa
wildwood grove 2 pc sectional,10,110,1.2,0,1.7400000095367432,transactional,https://habitusfurniture.com/products/grove-sectional
prince chair,9,70,1.0,0,1.5299999713897705,transactional,https://habitusfurniture.com/products/prince-lounge-chair-1
bar cart console table,7,40,1.0,0,2.5,transactional,https://habitusfurniture.com/products/savas-bar-cart-console-table
contemporary furniture miami,7,40,1.0,11,2.619999885559082,navigational,https://habitusfurniture.com/collections/modern-miami
lecco sofa,7,40,1.0,0,1.3600000143051147,navigational,https://habitusfurniture.com/products/lecco-leather-sectional-sofa
modern furniture south florida,6,30,1.0,0,2.9800000190734863,commercial,https://habitusfurniture.com/
rondo side table,6,30,1.0,0,,transactional,https://habitusfurniture.com/products/rondo-end-table
scandinavian furniture tampa fl,6,30,1.0,0,4.150000095367432,navigational,https://habitusfurniture.com/collections/pure-scandinavian
contemporary furniture stores in florida,8,50,1.0,3,2.4000000953674316,commercial,https://habitusfurniture.com/
modern furniture stores in florida,8,50,1.0,0,2.4000000953674316,commercial,https://habitusfurniture.com/
miami living room furniture,5,20,0.9,8,0.6600000262260437,commercial,https://habitusfurniture.com/collections/modern-miami
west out east miami,8,40,0.8,6,,informational,https://habitusfurniture.com/collections/east-meets-west
modern furniture in south florida,7,30,0.8,0,2.9800000190734863,commercial,https://habitusfurniture.com/
modern miami furniture photos,7,30,0.8,3,2.430000066757202,commercial,https://habitusfurniture.com/collections/modern-miami
modern organic sofa,9,50,0.8,0,2.2100000381469727,transactional,https://habitusfurniture.com/products/frag-organic-curved-sofa
high end scandinavian furniture,6,20,0.7,0,3.6700000762939453,commercial,https://habitusfurniture.com/collections/pure-scandinavian
florida modern furniture,9,40,0.6,2,2.119999885559082,commercial,https://habitusfurniture.com/
park couch,9,40,0.6,0,3.190000057220459,transactional,https://habitusfurniture.com/products/park-leather-motion-sectional-sofa
zurich furniture,9,40,0.6,0,2.690000057220459,navigational,https://habitusfurniture.com/products/bora-sofa
modern furniture in miami fl,10,40,0.5,8,2.619999885559082,transactional,https://habitusfurniture.com/
natural fabric couch,10,40,0.5,0,2.3600001335144043,transactional,https://habitusfurniture.com/products/grove-xl-sofa
dining chairs miami,9,30,0.4,0,1.7000000476837158,commercial,https://habitusfurniture.com/collections/dining-chairs
