keyword,position,rank_absolute,search_volume,etv,keyword_difficulty,cpc,competition,search_intent,ranking_url,serp_page
burke manual recliner,11,14,70,8.2,0,,1,transactional,https://wassersfurniture.com/products/burke-recliner,2
eforma,16,17,390,1.7,0,6.380000114440918,0.2800000011920929,informational,https://wassersfurniture.com/collections/eforma,2
alta cabinets,14,19,110,0.6,2,1.850000023841858,0.10999999940395355,navigational,https://wassersfurniture.com/products/boutique-alta-cabinet,2
onyx console table,11,17,50,0.5,0,1.0099999904632568,1,transactional,https://wassersfurniture.com/stone-international-onyx-console-table.html,2
pink bead chandelier,11,14,40,0.4,0,0.9599999785423279,1,transactional,https://wassersfurniture.com/little-wasser-s-boho-wood-bead-pink-chandelier.html,2
american leather sleeper sofa prices,20,25,140,0.3,0,2.799999952316284,1,commercial,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,2
american leather operations,16,19,70,0.3,0,7.510000228881836,0.05000000074505806,navigational,https://wassersfurniture.com/collections/american-leather,2
african print accent chair,12,16,40,0.3,0,1.3600000143051147,1,transactional,https://wassersfurniture.com/swivel-chair-custom-african-print-fabric.html,2
domitalia,11,13,30,0.3,0,1.2400000095367432,0.800000011920929,informational,https://wassersfurniture.com/shop-by-brand/d-g/dom-italia.html,2
marlon upholstered standard bed,18,21,70,0.2,0,0.949999988079071,1,transactional,https://wassersfurniture.com/products/marlon-night-bed,2
american leather dallas outlet,19,20,70,0.2,0,1.1100000143051147,1,commercial,https://wassersfurniture.com/collections/american-leather,2
terminal-table,17,22,50,0.2,3,,0,transactional,https://wassersfurniture.com/products/terminal-console-table,2
american leather factory outlet,18,20,50,0.2,0,2.140000104904175,1,navigational,https://wassersfurniture.com/collections/american-leather,2
eforma furniture,13,15,40,0.2,0,2.930000066757202,0.5600000023841858,navigational,https://wassersfurniture.com/shop-by-brand/d-g/eforma.html,2
adam beds,17,22,40,0.2,0,0.8299999833106995,0.9200000166893005,transactional,https://wassersfurniture.com/products/adam-bed,2
african accent chairs,16,20,40,0.2,0,0.9100000262260437,1,transactional,https://wassersfurniture.com/swivel-chair-custom-african-print-fabric.html,2
american furniture leather recliners,13,21,30,0.2,0,0.6100000143051147,1,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-recliner-by-american-leather.html,2
american leather power recliner,15,20,30,0.2,0,1.4800000190734863,0.9200000166893005,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-recliner-by-american-leather.html,2
cylinder pouf,17,23,30,0.1,0,2.450000047683716,1,transactional,https://wassersfurniture.com/missoni-home-patch-cylinder-ottoman-pouf-16-x-12-free-pickup-free-shipping.html,2
american leather nash sofa,20,25,30,0.1,0,1.7899999618530273,1,transactional,https://wassersfurniture.com/american-leather-nash-sectional-in-stock-on-display-20-day-rush-30-day-quickship.html,2
monte design,23,29,590,1.2,12,1.9100000858306885,1,navigational,https://wassersfurniture.com/shop-by-brand/l-p/monte-design.html,3
wessers,22,26,390,0.9,12,0.009999999776482582,0.029999999329447746,informational,https://wassersfurniture.com/,3
burke manual reclining sofa,27,30,170,0.4,0,1.190000057220459,1,informational,https://wassersfurniture.com/products/burke-recliner,3
american leather steve sectional,23,27,140,0.3,0,2.4100000858306885,1,transactional,https://wassersfurniture.com/products/steve-sofa-collection,3
carson couch,28,36,140,0.3,0,2.190000057220459,1,transactional,https://wassersfurniture.com/products/carson-sofa-collection,3
carson sofa,26,33,140,0.3,0,2.190000057220459,1,transactional,https://wassersfurniture.com/products/carson-sofa-collection,3
aaron dining chair,29,34,110,0.2,0,2.2300000190734863,0.9700000286102295,transactional,https://wassersfurniture.com/products/aaron-accent-chair,3
hawaii mirrors,28,35,110,0.2,0,0.9900000095367432,1,transactional,https://wassersfurniture.com/products/hawaii-round-wall-mirror,3
american leather outlet dallas,21,25,70,0.2,0,1.1100000143051147,1,commercial,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,3
american leather outlet,29,32,70,0.1,0,1.1100000143051147,1,navigational,https://wassersfurniture.com/collections/american-leather,3
american signature leather sofa,26,36,70,0.1,0,0.7300000190734863,1,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/sofas.html?p=2,3
atrium dining table,30,43,70,0.1,0,1.5799999237060547,1,transactional,https://wassersfurniture.com/products/atrium-wood-dining-table,3
burke reclining sofa,30,35,70,0.1,0,1.4700000286102295,1,transactional,https://wassersfurniture.com/products/burke-recliner,3
butterfly console table,28,31,70,0.1,0,0.3499999940395355,1,transactional,https://wassersfurniture.com/products/butterfly-console-table,3
american leather comfort sleeper prices,25,33,50,0.1,0,1.9700000286102295,1,commercial,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,3
american leather website,27,32,50,0.1,5,0.8299999833106995,1,navigational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html?p=3,3
clara comfort sleeper,29,31,50,0.1,0,4.670000076293945,1,transactional,https://wassersfurniture.com/products/clara-comfort-sleeper-sofa,3
seat belt dining chair,30,35,50,0.1,0,0.5799999833106995,1,transactional,https://wassersfurniture.com/phillips-collection-seatbelt-outdoor-dining-chair.html,3
seat belt dining chairs,23,29,50,0.1,0,0.5799999833106995,1,transactional,https://wassersfurniture.com/phillips-collection-seatbelt-outdoor-dining-chair.html,3
thea chair,25,30,50,0.1,0,2.8600001335144043,1,transactional,https://wassersfurniture.com/products/thea-dining-chair,3
sting table,22,30,40,0.1,0,3.4800000190734863,0.8600000143051147,transactional,https://wassersfurniture.com/products/sting-xl-coffee-table-set-of-3,3
furniture by wahlen,25,27,40,0.1,1,,0.5699999928474426,navigational,https://wassersfurniture.com/,3
xdmd,28,28,40,0.1,0,,0,informational,https://wassersfurniture.com/carrol-boyes-mandarin-dish-men-at-work-xdmd-maw.html,3
pablo light bench,22,27,30,0.1,0,0.33000001311302185,0.47999998927116394,transactional,https://wassersfurniture.com/shop-by-brand/l-p/pablo-designs.html?p=3,3
sofia dining chair,23,30,30,0.1,0,0.4399999976158142,1,transactional,https://wassersfurniture.com/products/sofia-dining-chair-metal-base,3
waterproof dresser,27,40,30,0.1,0,1.190000057220459,1,transactional,https://wassersfurniture.com/collections/dressers,3
