keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
leather couch near me,2,2400,388.8,0,2.4700000286102295,transactional,https://www.eldoradofurniture.com/leather-furniture/leather-sofas/
palm beach furniture stores,2,2400,388.8,0,4.130000114440918,commercial,https://www.eldoradofurniture.com/stores/west-palm-beach/palm-beach/west-palm-beach-boulevard/
leather couches sofa,10,33100,374.0,0,2.990000009536743,transactional,https://www.eldoradofurniture.com/leather-furniture/leather-sofas/
tempurpedic mattresses,10,33100,374.0,5,7.980000019073486,transactional,https://www.eldoradofurniture.com/mattresses/tempur-pedic%C2%AE/
furniture for bar,3,3600,350.3,0,2.0999999046325684,transactional,https://www.eldoradofurniture.com/bars-bar-stools-and-pubs/bars/
leather sofa blue,3,3600,350.3,0,2.5,transactional,https://www.eldoradofurniture.com/rio-blue-leather-sofa.html
king bed sets,9,22200,333,0,2.0299999713897705,transactional,https://www.eldoradofurniture.com/beds-and-bedrooms/king-beds/
leather couch with sleeper,5,6600,309.5,0,3.059999942779541,transactional,https://www.eldoradofurniture.com/leather-furniture/leather-sleepers/
leather sleeper couch,5,6600,309.5,0,3.059999942779541,transactional,https://www.eldoradofurniture.com/leather-furniture/leather-sleepers/
heritage tables,2,1900,307.8,0,1.2899999618530273,informational,https://www.eldoradofurniture.com/heritage-63-inch-extendable-dining-table.html
mirror dresser white,2,1900,307.8,0,0.9900000095367432,transactional,https://www.eldoradofurniture.com/manhattan-white-mirrored-dresser.html
white dresser mirror,2,1900,307.8,0,0.9900000095367432,transactional,https://www.eldoradofurniture.com/manhattan-white-dresser-mirror.html
chaise lounge chair black,1,1000,304,0,2.9700000286102295,transactional,https://www.eldoradofurniture.com/laguna-black-chaise-lounge-2.html
furniture sales fort myers,4,4400,290.0,1,4,navigational,https://www.eldoradofurniture.com/stores/fort-myers/lee/fort-myers-boulevard/
furniture stores fort myers,4,4400,290.0,0,4,navigational,https://www.eldoradofurniture.com/stores/fort-myers/lee/fort-myers-boulevard/
furniture stores in miami florida,4,4400,290.0,2,3.380000114440918,commercial,https://www.eldoradofurniture.com/
tienda de muebles,4,4400,290.0,12,2.7899999618530273,commercial,https://www.eldoradofurniture.com/
blue bedroom set queen,3,2900,282.2,0,0.9700000286102295,transactional,https://www.eldoradofurniture.com/pacific-5-piece-queen-bedroom-set-2.html
5 piece round dining set,1,880,267.5,0,1.1399999856948853,transactional,https://www.eldoradofurniture.com/donovankaryn-5-piece-round-dining-set.html
