keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
console table contemporary,6,12100,409.0,0,2.130000114440918,transactional,https://www.scandesign.com/collections/console-tables
coffee table design,1,1300,395.2,11,0.6800000071525574,informational,https://www.scandesign.com/collections/living-room-tables
contemporary leather sectional,1,1300,395.2,0,2.8299999237060547,transactional,https://www.scandesign.com/collections/sofa-sectionals/leather?page=2
contemporary sectional leather,1,1300,395.2,0,2.8299999237060547,navigational,https://www.scandesign.com/collections/sofa-sectionals/leather?page=2
leather contemporary sectional,1,1300,395.2,0,2.8299999237060547,transactional,https://www.scandesign.com/collections/sofa-sectionals/leather?page=2
leather sectional contemporary,1,1300,395.2,0,2.8299999237060547,navigational,https://www.scandesign.com/collections/sofa-sectionals/leather?page=2
scan design outlet,1,1300,395.2,0,2.9800000190734863,navigational,https://www.scandesign.com/collections/scan-design-outlet
blue desk chair,2,2400,388.8,0,2.690000057220459,navigational,https://www.scandesign.com/products/flow-lb-desk-chair-blue
contemporary kitchen tables,2,2400,388.8,0,1.8299999237060547,transactional,https://www.scandesign.com/collections/dining-tables
modern kitchen dining tables,2,2400,388.8,2,1.8299999237060547,transactional,https://www.scandesign.com/collections/dining-tables
modern dining arm chair,7,14800,378.9,0,3.0799999237060547,transactional,https://www.scandesign.com/collections/dining-chairs
couch grey,3,3600,350.3,0,1.4199999570846558,transactional,https://www.scandesign.com/collections/sofa-sectionals/grey
modern style console table,7,12100,309.8,0,2.130000114440918,transactional,https://www.scandesign.com/collections/console-tables
modern coffee tables for living room,2,1900,307.8,0,1.809999942779541,commercial,https://www.scandesign.com/collections/living-room-tables
modern design armchair,2,1900,307.8,0,2.3499999046325684,transactional,https://www.scandesign.com/collections/accent-chairs
contemporary chair leather,1,1000,304,0,3.0199999809265137,transactional,https://www.scandesign.com/collections/accent-chairs/leather
contemporary living room table,1,1000,304,0,1.5399999618530273,transactional,https://www.scandesign.com/collections/living-room-tables
contemporary stool,1,1000,304,0,3.109999895095825,transactional,https://www.scandesign.com/collections/kitchen-bar
leather contemporary chair,1,1000,304,0,3.0199999809265137,transactional,https://www.scandesign.com/collections/accent-chairs/leather
leather contemporary chairs,1,1000,304,0,3.0199999809265137,transactional,https://www.scandesign.com/collections/accent-chairs/leather
contemporary sofa grey,1,880,267.5,0,3.9000000953674316,informational,https://www.scandesign.com/collections/sofa-sectionals/grey
design furniture,1,880,267.5,13,4.159999847412109,commercial,https://www.scandesign.com/collections/furniture
designs for dining room tables,1,880,267.5,0,0.9200000166893005,informational,https://www.scandesign.com/collections/dining-tables
grey contemporary sofa,1,880,267.5,0,3.9000000953674316,transactional,https://www.scandesign.com/collections/sofa-sectionals/grey
chest of drawers modern,2,1600,259.2,0,2.2300000190734863,transactional,https://www.scandesign.com/collections/dressers-chests
contemporary modern dining room chairs,2,1600,259.2,0,2.5899999141693115,transactional,https://www.scandesign.com/collections/dining-chairs
dining chairs modern contemporary,2,1600,259.2,0,2.5899999141693115,commercial,https://www.scandesign.com/collections/dining-chairs
modern contemporary dining room chairs,2,1600,259.2,0,2.5899999141693115,transactional,https://www.scandesign.com/collections/dining-chairs
adjustable height dining room table,1,720,218.9,0,1.1399999856948853,transactional,https://www.scandesign.com/products/level-adjustable-table
adjustable height dining table,1,720,218.9,0,1.1399999856948853,transactional,https://www.scandesign.com/products/level-adjustable-table
contemporary kitchen stools,1,720,218.9,0,3.2899999618530273,transactional,https://www.scandesign.com/collections/kitchen-bar
modern bar stools kitchen,1,720,218.9,0,3.2899999618530273,transactional,https://www.scandesign.com/collections/kitchen-bar
small contemporary dining table,1,720,218.9,5,1.7300000190734863,transactional,https://www.scandesign.com/collections/dining-tables
wood contemporary console table,1,720,218.9,0,1.5199999809265137,transactional,https://www.scandesign.com/collections/console-tables
beige dining arm chair,2,1300,210.6,0,2.1600000858306885,transactional,https://www.scandesign.com/products/marco-armchair-beige-fabric-walnut
modern consoles tables,2,1300,210.6,2,2.3399999141693115,transactional,https://www.scandesign.com/collections/console-tables
contemporary living room coffee table,3,1900,184.9,0,1.809999942779541,transactional,https://www.scandesign.com/collections/living-room-tables
contemporary modern dining tables,3,1900,184.9,0,2.2899999618530273,transactional,https://www.scandesign.com/collections/dining-tables
contemporary leather accent chair,1,590,179.4,0,3.25,transactional,https://www.scandesign.com/collections/accent-chairs/leather
leather accent chair modern,1,590,179.4,0,3.25,transactional,https://www.scandesign.com/collections/accent-chairs/leather
lounge table,1,590,179.4,0,1.9800000190734863,transactional,https://www.scandesign.com/collections/living-room-tables
modern leather accent chair,1,590,179.4,0,3.25,transactional,https://www.scandesign.com/collections/accent-chairs/leather
modern leather occasional chair,1,590,179.4,0,3.25,transactional,https://www.scandesign.com/collections/accent-chairs/leather
tables for lounge,1,590,179.4,0,1.9800000190734863,transactional,https://www.scandesign.com/collections/living-room-tables
contemporary bar stool,2,1000,162,0,3.0799999237060547,transactional,https://www.scandesign.com/collections/kitchen-bar
contemporary modern bar stools,2,1000,162,0,3.0799999237060547,transactional,https://www.scandesign.com/collections/types?q=barstools
fabric upholstery protection,2,1000,162,4,0.38999998569488525,transactional,https://www.scandesign.com/products/fabric-protector
kitchen chairs contemporary,2,1000,162,0,2.140000104904175,transactional,https://www.scandesign.com/collections/dining-chairs
modern living room table,2,1000,162,0,1.5399999618530273,transactional,https://www.scandesign.com/collections/living-room-tables
blue office desk chairs,4,2400,158.2,0,2.690000057220459,transactional,https://www.scandesign.com/products/flow-lb-desk-chair-blue
contemporary chest drawers,3,1600,155.7,0,2.2300000190734863,transactional,https://www.scandesign.com/collections/dressers-chests
mattress topper for sofa bed,3,1600,155.7,0,1.7599999904632568,transactional,https://www.scandesign.com/products/sleeper-sofa-topper
designer bar chairs,1,480,145.9,0,5.010000228881836,transactional,https://www.scandesign.com/collections/kitchen-bar
leather chair sleeper,1,480,145.9,0,1.6299999952316284,transactional,https://www.scandesign.com/products/abra-sleeper-chair-white-leather
leather sleeper chair,1,480,145.9,0,1.6299999952316284,transactional,https://www.scandesign.com/products/abra-sleeper-chair-white-leather
leather sleeper chairs,1,480,145.9,0,1.6299999952316284,transactional,https://www.scandesign.com/products/abra-sleeper-chair-white-leather
scan design tampa,1,480,145.9,0,2.440000057220459,navigational,https://www.scandesign.com/
