source_url,source_domain,target_url,page_rank,domain_rank,anchor,dofollow,link_type,first_seen,last_seen,is_lost,source_country
https://www.alljobs.info/6b72c4ce3d3703802f14a18cebd3dae5-l/,www.alljobs.info,https://wassersfurniture.com/,0,178,wassersfurniture.com,True,anchor,2026-01-26 10:31:53 +00:00,2026-04-27 11:54:16 +00:00,False,
https://housemadrid.com.es/wassers-exclusive-furniture-interiors/,housemadrid.com.es,http://www.wassersfurniture.com/,0,0,wassersfurniture.com,False,anchor,2026-02-19 19:53:47 +00:00,2026-04-24 07:38:17 +00:00,False,ES
https://www.decoist.com/2015-08-31/stone-coffee-tables/,www.decoist.com,http://wassersfurniture.com/stone-international-cocktail-table-with-wenge-base-8043-p.html,0,501,Wasser’s Exclusive Furniture & Interiors,True,anchor,2019-02-15 23:02:52 +00:00,2026-04-22 17:23:55 +00:00,False,WW
https://globalecommerce.org/page-b56fc9f0db1aabe412793dcf356c9709.html,globalecommerce.org,https://wassersfurniture.com/,0,192,wassersfurniture.com,True,anchor,2026-01-25 13:43:48 +00:00,2026-04-20 12:25:49 +00:00,False,
https://diybabycribdesign.web.app/gallery/american-leather-sleeper-sofa-disassembly-instructions.html,diybabycribdesign.web.app,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/l/al_sulley_close.jpg,0,12,,True,image,2025-05-21 03:50:26 +00:00,2026-04-18 21:30:42 +00:00,False,
https://yanremboursement.web.app/queen-size-sofa-bed-dimensions.html,yanremboursement.web.app,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/e/bedsizes_4_1.jpg,0,88,,True,image,2025-08-06 03:13:08 +00:00,2026-04-18 17:23:11 +00:00,False,
https://mail.getwebsiteworth.com/6b72c4ce3d3703802f14a18cebd3dae5-l/,mail.getwebsiteworth.com,https://wassersfurniture.com/,0,198,wassersfurniture.com,True,anchor,2026-04-17 16:59:52 +00:00,2026-04-17 16:59:52 +00:00,False,
https://sergechel.info/list-8d76d5ce448745226587ce236d7a8e4f,sergechel.info,https://wassersfurniture.com/,0,239,wassersfurniture.com,True,anchor,2025-02-06 20:02:17 +00:00,2026-04-17 05:10:24 +00:00,False,
http://adwordtechnology.com/index-87.html,adwordtechnology.com,http://wassersfurniture.com/stone-international-cocktail-table-with-wenge-base-8043-p.html,0,259,Wasser’s Exclusive Furniture & Interiors,True,anchor,2026-02-09 09:13:45 +00:00,2026-04-15 01:39:03 +00:00,False,
https://worldbusinesspromote.com/614-area-code-the-heart-of-columbus-ohio/,worldbusinesspromote.com,https://wassersfurniture.com/,0,216,wassersfurniture,False,anchor,2026-04-11 03:18:14 +00:00,2026-04-11 03:18:14 +00:00,False,
https://homeconceptwarehouse.blogspot.com/2021/05/american-leather-marshall-chair-90-off.html,homeconceptwarehouse.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/marshall45-fab2-lg_388x286.jpg,0,98,,True,image,2025-11-05 12:49:13 +00:00,2026-03-23 05:18:11 +00:00,False,
https://qualityhomedecoration.blogspot.com/2019/03/best-furniture-store-in-atlanta.html,qualityhomedecoration.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/t/atlantla-leather-sectional-01_1.jpg,0,0,,True,image,2023-10-06 01:13:13 +00:00,2026-03-20 17:37:46 +00:00,False,
https://mypictureseyes.blogspot.com/2021/07/modern-granite-dining-table-dining.html,mypictureseyes.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/c/screen_shot_2014-01-08_at_11.02.04_am.png,0,82,,True,image,2023-10-05 02:56:05 +00:00,2026-03-20 00:17:32 +00:00,False,
http://mydiningtablehome.blogspot.com/2014/10/new-x-wenge-dining-table.html,mydiningtablehome.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/88969f45fef47f1976421a9810ed57f6/k/i/kinwai_benz_square_dining_table_www.wassersfurniture.com.jpg,0,220,,True,image,2023-10-11 10:13:44 +00:00,2026-03-19 22:22:45 +00:00,False,
https://topcustomfurnituredesigners.com/,topcustomfurnituredesigners.com,https://wassersfurniture.com/,0,0,Website,True,anchor,2025-12-01 15:53:51 +00:00,2026-03-18 11:59:14 +00:00,False,
https://g-dragon-dara.blogspot.com/2021/08/wasser-coffee-table-50-faux-white.html,g-dragon-dara.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/400x/9df78eab33525d08d6e5fb8d27136e95/i/m/image_11.jpg,0,108,,True,image,2023-10-05 15:21:08 +00:00,2026-03-18 07:03:54 +00:00,False,
https://excitephotos.blogspot.com/2021/07/simmons-aluminum-miami-yellow-pages-fl.html,excitephotos.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/400x250/9df78eab33525d08d6e5fb8d27136e95/t/o/tonin_casa-buffet-miami-3-www.wassersfurniture.com.jpg,0,105,,True,image,2023-10-04 21:46:28 +00:00,2026-03-18 05:08:29 +00:00,False,
https://toppicturesjackpot.blogspot.com/2021/07/modern-granite-dining-table-shop.html,toppicturesjackpot.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/c/screen_shot_2014-01-08_at_11.02.04_am.png,0,66,,True,image,2023-10-13 08:18:52 +00:00,2026-03-17 14:22:55 +00:00,False,
https://kelawimawarrambai.web.app/gallery/american-leather-sofa-bed-disassembly.html,kelawimawarrambai.web.app,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/a/jaime_cs_v8_front.jpg,0,0,,True,image,2024-09-28 04:21:08 +00:00,2026-03-17 13:03:49 +00:00,False,
https://makeuppiamocidm.blogspot.com/2021/07/capri-convertible-sofa-maybe-you-would.html,makeuppiamocidm.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/c/screen_shot_2014-02-12_at_3.04.14_pm.png,0,122,,True,image,2023-10-18 07:44:54 +00:00,2026-03-15 20:54:54 +00:00,False,
http://monsoonrain24x7.blogspot.com/2012/01/class-up-your-home-interiors-with.html,monsoonrain24x7.blogspot.com,http://www.wassersfurniture.com/shop-by-brand/a-c/bontempi-casa.html,0,91,Bontempi Casa,True,anchor,2023-10-12 15:04:32 +00:00,2026-03-14 16:20:26 +00:00,False,
https://ruangbelajar-667.blogspot.com/2021/07/stone-dining-room-table-high-quality.html,ruangbelajar-667.blogspot.com,http://wassersfurniture.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/1/8196-l-tss-st-hp_show-1.jpg,0,87,,True,image,2025-10-28 01:37:33 +00:00,2026-03-14 11:01:58 +00:00,False,
