keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
wall hugger recliner,2,9900,1603.8,0,1.6299999952316284,transactional,https://www.baers.com/browse/scs/wall-hugger-recliner/1201
wall hugger recliners,2,9900,1603.8,0,1.6299999952316284,transactional,https://www.baers.com/browse/scs/wall-hugger-recliner/1201
5 pieces dining room set,1,4400,1337.6,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
5pc dinette set,1,4400,1337.6,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
arm chairs dining room,1,4400,1337.6,0,2.049999952316284,transactional,https://www.baers.com/browse/dining-room/chairs/43?n_pid=386289169
arm dining chair,1,4400,1337.6,0,2.049999952316284,transactional,https://www.baers.com/browse/dining-room/chairs/43?n_pid=386289169
blue nightstand,1,4400,1337.6,0,2.140000104904175,transactional,https://www.baers.com/item/rosalie-2-drawer-nightstand-blue/984978192
dinette sets 5 piece,1,4400,1337.6,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
dining room set 5 pieces,1,4400,1337.6,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
dining room set of 5,1,4400,1337.6,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
fort myers fl furniture stores,1,4400,1337.6,0,4,navigational,https://www.baers.com/furniture-store/fort-myers-florida
modern style dining room set,1,4400,1337.6,0,2.009999990463257,transactional,https://www.baers.com/browse/dining-room-groups/489?n_-578253466=2072674031
7 pc dining room set,1,3600,1094.4,0,1.5099999904632568,transactional,https://www.baers.com/browse?pid=2032135922
dining room 7 pieces set,1,3600,1094.4,0,1.5099999904632568,transactional,https://www.baers.com/browse?pid=2032135922
dining room sets 7 piece,1,3600,1094.4,0,1.5099999904632568,transactional,https://www.baers.com/browse?pid=2032135922
furniture in naples fl,1,3600,1094.4,0,5.710000038146973,commercial,https://www.baers.com/furniture-store/naples-florida
furniture sales naples fl,1,3600,1094.4,0,5.710000038146973,commercial,https://www.baers.com/furniture-store/naples-florida
furniture stores in naples florida,1,3600,1094.4,0,5.710000038146973,commercial,https://www.baers.com/furniture-store/naples-florida
furniture stores naples,1,3600,1094.4,12,5.710000038146973,commercial,https://www.baers.com/furniture-store/naples-florida
furniture stores naples fl,1,3600,1094.4,0,5.710000038146973,commercial,https://www.baers.com/furniture-store/naples-florida
glass top dining table,1,3600,1094.4,0,1.7100000381469727,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
glass topped dining table,1,3600,1094.4,0,1.7100000381469727,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
gliding swivel chair,1,3600,1094.4,0,1.9900000095367432,transactional,https://www.baers.com/browse/living-room/chairs/4?n_-1070342577%5b%5d=-907938203&n_pid%5b%5d=1244796513
performance fabric couch,1,3600,1094.4,0,3.299999952316284,transactional,https://www.baers.com/browse/scs/performance-fabrics---sofas/117316
performance fabric sofa,1,3600,1094.4,0,3.299999952316284,informational,https://www.baers.com/browse/scs/performance-fabrics---sofas/117316
white leather sofa,1,3600,1094.4,0,1.9200000762939453,transactional,https://www.baers.com/browse/living-room/leather-sofas/514?fcolor=-1843765150&kwd=(redirect)+white+leather+sofas
contemporary bedroom sets,2,6600,1069.2,0,3.0299999713897705,transactional,https://www.baers.com/browse/bedroom-groups/488?n_-578253466=2072674031
glass cocktail tables,5,22200,1041.2,0,1.4199999570846558,transactional,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=1863897927
glass coffee cocktail table,5,22200,1041.2,0,1.4199999570846558,transactional,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=1863897927
century furniture,4,14800,975.3,3,3.630000114440918,navigational,https://www.baers.com/brand/century/-1281412292
glass tables dining,3,9900,963.3,0,1.5899999141693115,informational,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
swivel armchair recliner,3,9900,963.3,0,2,transactional,https://www.baers.com/browse/living-room/recliners/36?n_-1070342577%5b%5d=1807855884
wall hugging recliners,3,9900,963.3,0,1.6299999952316284,transactional,https://www.baers.com/browse/scs/wall-hugger-recliner/1201
contemporary dining room table and chairs,1,2900,881.6,0,2.180000066757202,transactional,https://www.baers.com/browse/dining-room-groups/489?n_-578253466=2072674031
farmhouse couch,1,2900,881.6,0,1.559999942779541,transactional,https://www.baers.com/browse/living-room/sofas/3?n_-578253466[]=1982007812%2c-1669602505%2c454873642&n_pid[]=-984643396&page=1
farmhouse sofa,1,2900,881.6,0,1.559999942779541,transactional,https://www.baers.com/browse/living-room/sofas/3?n_-578253466[]=1982007812%2c-1669602505%2c454873642&n_pid[]=-984643396&page=1
modern glass cocktail table,1,2900,881.6,0,1.600000023841858,transactional,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=1863897927
cocktail table with glass top,2,5400,874.8,0,1.4600000381469727,informational,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=1863897927
leather armchairs with ottomans,2,5400,874.8,0,1.9500000476837158,commercial,https://www.baers.com/browse/living-room/chair-and-ottoman-sets/231?n_-1016731037=-1317483307%2c458257623
leather chair and ottoman,2,5400,874.8,0,1.9500000476837158,transactional,https://www.baers.com/browse/living-room/chair-and-ottoman-sets/231?n_-1016731037=-1317483307%2c458257623
marble top cocktail table,2,5400,874.8,0,1.5099999904632568,transactional,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=199832886
round glass dinette table,2,5400,874.8,0,1.5899999141693115,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
round glass dining table,2,5400,874.8,0,1.5899999141693115,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
natuzzi leather sofas,3,8100,788.1,0,2.009999990463257,transactional,https://www.baers.com/search/keyword/natuzzi%20sofas
contemporary king bedroom sets,1,2400,729.6,0,2.450000047683716,transactional,https://www.baers.com/browse/bedroom-groups/488?n_-578253466=2072674031
traditional couch,1,2400,729.6,0,1.7000000476837158,transactional,https://www.baers.com/browse/living-room/sofas/3?n_-578253466%5b%5d=1982007812%2c-1669602505%2c454873642&n_pid%5b%5d=-984643396&page=1
dinette set 5 piece,2,4400,712.8,0,1.0199999809265137,transactional,https://www.baers.com/browse?pid=-1622881707
fort myers florida furniture stores,2,4400,712.8,0,4,navigational,https://www.baers.com/furniture-store/fort-myers-florida
furniture sale fort myers,2,4400,712.8,0,4,commercial,https://www.baers.com/furniture-store/fort-myers-florida
furniture store sarasota florida,2,4400,712.8,0,4.519999980926514,navigational,https://www.baers.com/furniture-store/sarasota-florida
furniture stores fort myers fl,2,4400,712.8,0,4,navigational,https://www.baers.com/furniture-store/fort-myers-florida
furniture stores fort myers florida,2,4400,712.8,3,4,navigational,https://www.baers.com/furniture-store/fort-myers-florida
modern dining room sets,2,4400,712.8,0,2.009999990463257,transactional,https://www.baers.com/browse/dining-room-groups/489?n_-578253466=2072674031
modern style dining room sets,2,4400,712.8,0,2.009999990463257,transactional,https://www.baers.com/browse/dining-room-groups/489?n_-578253466=2072674031
round cocktail table ottoman,2,4400,712.8,0,1.3600000143051147,transactional,https://www.baers.com/browse/living-room/ottomans/34?n_-1618748700%5b%5d=-1419926398
sofas plush,2,4400,712.8,0,1.4199999570846558,transactional,https://www.baers.com/collection/plush-1/plush
marble cocktail table,7,27100,693.8,0,1.7100000381469727,transactional,https://www.baers.com/browse/accent-tables/cocktail-tables/76?n_665324823%5b%5d=199832886
classic home,4,9900,652.4,2,2.950000047683716,informational,https://www.baers.com/brand/classic-home/-458846114
glass dining tables,4,9900,652.4,0,1.5899999141693115,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
reclining chairs that swivel,4,9900,652.4,0,2,transactional,https://www.baers.com/browse/living-room/recliners/36?n_-1070342577%5b%5d=1807855884
contemporary bedroom set,3,6600,642.2,0,3.0299999713897705,transactional,https://www.baers.com/browse/bedroom-groups/488?n_-578253466=2072674031
king headboards upholstered,3,6600,642.2,0,1.5,transactional,https://www.baers.com/browse?pid=-698271288&iattrib=1195495798&kwd=(redirect)+headboard+king&page=1
king size upholstered headboard,3,6600,642.2,0,1.5,transactional,https://www.baers.com/browse?pid=-698271288&iattrib=1195495798&kwd=(redirect)+headboard+king&page=1
7-pc dining room sets,2,3600,583.2,0,1.5099999904632568,transactional,https://www.baers.com/browse?pid=2032135922
clearance recliners,2,3600,583.2,0,1.1800000667572021,transactional,https://www.baers.com/browse/living-room/recliners/36?tag712=1
dining room set of 7,2,3600,583.2,0,1.5099999904632568,transactional,https://www.baers.com/browse?pid=2032135922
performance fabric couches,2,3600,583.2,0,3.299999952316284,transactional,https://www.baers.com/browse/scs/performance-fabrics---sofas/117316
round glass topped table,2,3600,583.2,0,1.5799999237060547,transactional,https://www.baers.com/browse/dining-room/tables/432?iattrib=1863897927
upholstered fabric sofa,2,3600,583.2,0,1.2799999713897705,transactional,https://www.baers.com/browse/fabric-upholstered--furniture/487
cabinets accent,5,12100,567.5,0,1.3899999856948853,informational,https://www.baers.com/browse/accent-tables/accent-cabinets/234
rocker recliners that swivel,5,12100,567.5,0,1.5399999618530273,transactional,https://www.baers.com/browse/living-room/recliners/36?n_-1070342577%5b%5d=1807855884
swivel and rocker recliner,5,12100,567.5,0,1.5399999618530273,transactional,https://www.baers.com/browse/living-room/recliners/36?n_-1070342577%5b%5d=1807855884
vanguard furniture,5,12100,567.5,6,5.190000057220459,navigational,https://www.baers.com/browse?mfgid=-2051365988
