keyword,position,rank_absolute,search_volume,etv,keyword_difficulty,cpc,competition,search_intent,ranking_url,serp_page
sectional sofa l shape,3,4,60500,5886.6,0,2.049999952316284,1,transactional,https://www.roomandboard.com/catalog/living/sectionals?filter=L-shaped,1
furniture room board,1,1,18100,5502.4,2,2.180000066757202,1,commercial,https://www.roomandboard.com/,1
room & board furniture,1,1,18100,5502.4,6,2.180000066757202,1,navigational,https://www.roomandboard.com/,1
room and board furniture,1,1,18100,5502.4,5,2.180000066757202,1,transactional,https://www.roomandboard.com/,1
sleeper sofa,5,9,110000,5159,0,2.2200000286102295,1,transactional,https://www.roomandboard.com/ideas-advice/design-your-space/living/sleeper-sofa-comparison-guide,1
contemporary furniture,4,7,74000,4876.6,0,3.069999933242798,1,commercial,https://www.roomandboard.com/,1
sectional,4,5,74000,4876.6,0,1.8700000047683716,1,informational,https://www.roomandboard.com/catalog/living/sectionals/metro-sectionals,1
coffee table,8,11,246000,4846.2,16,1.4600000381469727,1,transactional,https://www.roomandboard.com/catalog/living/coffee-tables,1
coffee tables,8,12,246000,4846.2,0,1.4600000381469727,1,transactional,https://www.roomandboard.com/catalog/living/coffee-tables,1
sectional couch sectional,8,9,246000,4846.2,0,1.7599999904632568,1,transactional,https://www.roomandboard.com/catalog/living/sectionals/metro-sectionals,1
living room chairs,3,5,49500,4816.4,0,1.409999966621399,1,transactional,https://www.roomandboard.com/catalog/living/chairs,1
bedroom with lamp,1,2,14800,4499.2,0,1.2999999523162842,1,transactional,https://www.roomandboard.com/catalog/lighting/bedroom-lighting,1
customizing furniture,1,2,14800,4499.2,0,4.159999847412109,0.47999998927116394,commercial,https://www.roomandboard.com/catalog/made-for-you,1
furniture ideas for small living rooms,1,4,14800,4499.2,6,1.3700000047683716,1,informational,https://www.roomandboard.com/ideas-advice/design-your-space/living/seating-ideas-small-living-room,1
furniture ideas small living room,1,2,14800,4499.2,7,1.3700000047683716,1,informational,https://www.roomandboard.com/ideas-advice/design-your-space/living/seating-ideas-small-living-room,1
leaf drop table,1,2,14800,4499.2,0,0.8799999952316284,1,transactional,https://www.roomandboard.com/catalog/dining-and-kitchen/tables/adams-drop-leaf-table,1
small sofas,1,2,14800,4499.2,0,1.2100000381469727,1,transactional,https://www.roomandboard.com/catalog/living/small-space-sofas-and-loveseats,1
bed or sofa,7,12,165000,4224,1,1.4700000286102295,1,transactional,https://www.roomandboard.com/ideas-advice/design-your-space/living/sleeper-sofa-comparison-guide,1
sofa bed couches,7,11,165000,4224,0,1.4700000286102295,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
dining tables rectangular,4,5,60500,3986.9,0,1.690000057220459,1,transactional,https://www.roomandboard.com/catalog/dining-and-kitchen/tables?filter=Rectangular,1
l shaped sofa sectional,4,6,60500,3986.9,0,2.049999952316284,1,transactional,https://www.roomandboard.com/catalog/living/sectionals?filter=L-shaped,1
office and chair,8,11,201000,3959.7,33,3.740000009536743,1,transactional,https://www.roomandboard.com/catalog/office/office-chairs,1
furniture ottoman storage,3,5,40500,3940.6,0,1.1100000143051147,1,transactional,https://www.roomandboard.com/catalog/living/ottomans,1
loveseats and sofas,1,2,12100,3678.4,0,1.5399999618530273,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room & board couch,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room & board sofa,1,1,12100,3678.4,0,1.2300000190734863,1,navigational,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room & board sofas,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room and board couch,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room and board couches,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room and board sofa,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room and board sofas,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
room board sofa,1,1,12100,3678.4,0,1.2300000190734863,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats,1
storage furniture,1,3,12100,3678.4,9,1.409999966621399,1,transactional,https://www.roomandboard.com/catalog/living/living-storage-furniture,1
baths with storage,2,3,22200,3596.4,4,0.8600000143051147,1,transactional,https://www.roomandboard.com/catalog/storage-and-entryway/bath-storage-and-organization,1
contemporary furnitures,5,7,74000,3470.6,0,3.069999933242798,1,commercial,https://www.roomandboard.com/,1
bedside cabinet bedside tables,4,6,49500,3262.1,8,1.5199999809265137,1,transactional,https://www.roomandboard.com/catalog/bedroom/nightstands,1
couches with pull out beds,4,8,49500,3262.1,0,1.440000057220459,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
pull out sleeper sofa,4,5,49500,3262.1,4,1.440000057220459,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
pull out sofa sleeper bed,4,5,49500,3262.1,10,1.440000057220459,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
pull out sofa sleepers,4,5,49500,3262.1,0,1.440000057220459,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
sofa with a pull out bed,4,6,49500,3262.1,0,1.440000057220459,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
sofa bed couch,8,14,165000,3250.5,10,1.4700000286102295,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
homeware furniture,3,8,33100,3220.6,4,1.649999976158142,1,transactional,https://www.roomandboard.com/,1
open shelving tv stand,3,7,33100,3220.6,0,1.159999966621399,1,transactional,https://www.roomandboard.com/catalog/living/media-cabinets?filter=With+Open+Shelving,1
storage table coffee,3,7,33100,3220.6,2,1.2100000381469727,1,transactional,https://www.roomandboard.com/catalog/living/coffee-tables?filter=Storage+Option,1
day beds,6,12,90500,3058.9,0,1.0299999713897705,1,transactional,https://www.roomandboard.com/catalog/living/chaises-and-daybeds,1
mid-mod furniture,6,9,90500,3058.9,0,2.3299999237060547,1,transactional,https://www.roomandboard.com/catalog/living/mid-century-modern-furniture,1
shelves,9,16,201000,3015,1,1.1100000143051147,1,transactional,https://www.roomandboard.com/catalog/home-decor/shelves-and-ledges,1
c table,1,3,9900,3009.6,0,2.069999933242798,1,informational,https://www.roomandboard.com/catalog/living/end-tables/slim-c-tables,1
c tables,1,2,9900,3009.6,0,2.069999933242798,1,informational,https://www.roomandboard.com/catalog/living/end-tables/slim-c-tables,1
chicago furniture boutiques,1,4,9900,3009.6,0,3.049999952316284,1,commercial,https://www.roomandboard.com/stores/chicago,1
dallas furniture stores,1,4,9900,3009.6,0,2.5899999141693115,1,commercial,https://www.roomandboard.com/stores/dallas,1
furniture design stores nyc,1,1,9900,3009.6,25,3.5199999809265137,1,navigational,https://www.roomandboard.com/stores/chelsea,1
furniture shopping new york city,1,4,9900,3009.6,5,3.5199999809265137,1,commercial,https://www.roomandboard.com/stores/chelsea,1
furniture shopping nyc,1,4,9900,3009.6,16,3.5199999809265137,1,commercial,https://www.roomandboard.com/stores/chelsea,1
furniture stores in ny city,1,4,9900,3009.6,17,3.5199999809265137,1,commercial,https://www.roomandboard.com/stores/chelsea,1
furnitures stores in dallas texas,1,4,9900,3009.6,0,2.5899999141693115,1,commercial,https://www.roomandboard.com/stores/dallas,1
new york city furniture stores,1,4,9900,3009.6,14,3.5199999809265137,1,commercial,https://www.roomandboard.com/stores/chelsea,1
room and board metro couch,1,1,9900,3009.6,0,1.0499999523162842,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats/metro-sofas,1
room and board metro sofa,1,1,9900,3009.6,0,1.0499999523162842,1,transactional,https://www.roomandboard.com/catalog/living/sofas-and-loveseats/metro-sofas,1
settee for small spaces,1,2,9900,3009.6,0,1.5199999809265137,1,transactional,https://www.roomandboard.com/catalog/living/small-space-sofas-and-loveseats,1
sofas for small space,1,2,9900,3009.6,0,1.5199999809265137,1,transactional,https://www.roomandboard.com/catalog/living/small-space-sofas-and-loveseats,1
store furniture nyc,1,4,9900,3009.6,17,3.5199999809265137,1,navigational,https://www.roomandboard.com/stores/chelsea,1
furnishing,2,8,18100,2932.2,23,2,0.23000000417232513,informational,https://www.roomandboard.com/,1
narrow console table,2,4,18100,2932.2,3,1.6100000143051147,1,transactional,https://www.roomandboard.com/catalog/living/consoles/slim-console-tables,1
round extendable dining table,2,4,18100,2932.2,0,1.9900000095367432,1,transactional,https://www.roomandboard.com/catalog/dining-and-kitchen/tables/adams-round-extension-tables,1
top sofa bed,2,3,18100,2932.2,8,3.369999885559082,1,transactional,https://www.roomandboard.com/catalog/living/sleeper-sofas,1
dining room tables rectangular,5,7,60500,2837.4,0,1.690000057220459,1,transactional,https://www.roomandboard.com/catalog/dining-and-kitchen/tables?filter=Rectangular,1
ottoman storage ottoman,4,7,40500,2668.9,1,1.1100000143051147,1,transactional,https://www.roomandboard.com/catalog/living/ottomans,1
loft bunk,8,10,135000,2659.5,0,0.8299999833106995,1,transactional,https://www.roomandboard.com/catalog/bedroom/bunk-and-loft-beds,1
sofa sale,3,4,27100,2636.8,0,1.600000023841858,1,transactional,https://www.roomandboard.com/clearance/living/sofas-and-loveseats,1
throw blankets,6,11,74000,2501.2,23,1.2699999809265137,1,transactional,https://www.roomandboard.com/catalog/home-decor/throw-blankets,1
ottomans,9,13,165000,2475,17,1.2999999523162842,1,informational,https://www.roomandboard.com/catalog/living/ottomans,1
