keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
furniture store design district,5,390,18.3,20,4.880000114440918,navigational,https://addisonhouse.com/
furniture store design district miami,5,390,18.3,4,4.880000114440918,navigational,https://addisonhouse.com/
furniture stores in miami design district,5,390,18.3,4,4.880000114440918,commercial,https://addisonhouse.com/
wall tv unit,2,110,17.8,1,1.8299999237060547,transactional,https://addisonhouse.com/collections/living-room-entertainment-centers
entertainment tv wall,4,260,17.1,0,1.159999966621399,informational,https://addisonhouse.com/collections/living-room-entertainment-centers
modern furniture outlets,4,260,17.1,32,1.5,navigational,https://addisonhouse.com/
addison table,1,50,15.2,0,0.4399999976158142,transactional,https://addisonhouse.com/collections/dining-room-dining-tables
high end furniture stores in miami,1,50,15.2,0,2.740000009536743,commercial,https://addisonhouse.com/
high end furniture stores miami,1,50,15.2,0,2.740000009536743,commercial,https://addisonhouse.com/
high-end furniture stores in miami,1,50,15.2,0,2.740000009536743,commercial,https://addisonhouse.com/
high-end furniture stores miami,1,50,15.2,0,2.740000009536743,commercial,https://addisonhouse.com/
art glass tables,2,90,14.6,0,2.009999990463257,transactional,https://addisonhouse.com/products/art-glass-round-glass-and-steel-coffee-table-50
blown glass coffee table,2,90,14.6,0,1.1699999570846558,transactional,https://addisonhouse.com/products/art-glass-round-glass-and-steel-coffee-table-50
media console wall,2,90,14.6,0,2.8499999046325684,navigational,https://addisonhouse.com/collections/living-room-entertainment-centers
furniture outlet miami,8,720,14.2,0,2.380000114440918,commercial,https://addisonhouse.com/
furniture doral fl,4,210,13.8,0,3.75,commercial,https://addisonhouse.com/
wall unit media center,3,140,13.6,13,1.600000023841858,navigational,https://addisonhouse.com/collections/living-room-entertainment-centers
bonaldo,6,390,13.2,3,5.849999904632568,navigational,https://addisonhouse.com/collections/bonaldo
miami furniture stores design district,6,390,13.2,0,4.880000114440918,navigational,https://addisonhouse.com/
potocco,5,260,12.2,0,3.240000009536743,informational,https://addisonhouse.com/collections/potocco
addison house doral,1,40,12.2,0,0.949999988079071,navigational,https://addisonhouse.com/
contemporary furniture in miami,1,40,12.2,0,2.619999885559082,commercial,https://addisonhouse.com/
contemporary furniture miami fl,1,40,12.2,0,2.619999885559082,navigational,https://addisonhouse.com/
contemporary furniture miami florida,1,40,12.2,0,2.619999885559082,navigational,https://addisonhouse.com/
missoni style cushions,1,40,12.2,0,0.6299999952316284,transactional,https://addisonhouse.com/collections/missoni
entertainment wall cabinet,2,70,11.3,0,2.8399999141693115,transactional,https://addisonhouse.com/collections/living-room-entertainment-centers
sofa house,2,70,11.3,0,1.2200000286102295,transactional,https://addisonhouse.com/collections/sofas-amp-sectionals
luxury furniture showroom,6,320,10.8,21,5.720000267028809,navigational,https://addisonhouse.com/
bend bed,4,140,9.2,0,2.8499999046325684,transactional,https://addisonhouse.com/products/bend-bed
miami furniture showrooms,1,30,9.1,4,6.070000171661377,navigational,https://addisonhouse.com/
modern furniture aventura,1,30,9.1,0,4.779999732971191,navigational,https://addisonhouse.com/
modern furniture aventura fl,1,30,9.1,0,4.779999732971191,navigational,https://addisonhouse.com/
the addison house,1,30,9.1,4,1.25,informational,https://addisonhouse.com/
claire bed,6,260,8.8,0,0.8700000047683716,transactional,https://addisonhouse.com/products/claire-2
built in tv units,3,90,8.8,1,1.1399999856948853,transactional,https://addisonhouse.com/collections/living-room-entertainment-centers
glass table art,3,90,8.8,0,2.009999990463257,transactional,https://addisonhouse.com/products/art-glass-round-glass-and-steel-coffee-table-50
rina menardi,3,90,8.8,0,0.9900000095367432,informational,https://addisonhouse.com/collections/rina-menardi
rina menardi logo,3,90,8.8,0,,informational,https://addisonhouse.com/collections/rina-menardi
