keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
sectional contemporary sofas,1,8100,2462.4,0,3.2699999809265137,commercial,https://modani.com/collections/modern-sectional-sofas
sectional modern couch,1,8100,2462.4,0,3.2699999809265137,transactional,https://modani.com/collections/modern-sectional-sofas
sectional sofas contemporary,1,8100,2462.4,0,3.2699999809265137,commercial,https://modani.com/collections/modern-sectional-sofas
sectional sofas modern,1,8100,2462.4,0,3.2699999809265137,commercial,https://modani.com/collections/modern-sectional-sofas
sofa sectionals modern,1,8100,2462.4,0,3.2699999809265137,informational,https://modani.com/collections/modern-sectional-sofas
dining chairs contemporary,2,14800,2397.6,0,3.0799999237060547,transactional,https://modani.com/collections/dining-chairs
tables modern,2,14800,2397.6,0,2.2799999713897705,transactional,https://modani.com/collections/dining-tables
bed contemporary,1,6600,2006.4,0,4.139999866485596,transactional,https://modani.com/collections/beds
bedroom furniture contemporary,1,6600,2006.4,0,3.0299999713897705,transactional,https://modani.com/collections/bedroom
contemporary bed set,1,6600,2006.4,0,3.0299999713897705,transactional,https://modani.com/collections/bedroom
modern bedroom furniture,1,6600,2006.4,0,3.0299999713897705,transactional,https://modani.com/collections/bedroom
modern style bedroom furniture,1,6600,2006.4,0,3.0299999713897705,transactional,https://modani.com/collections/bedroom
modernist beds,1,6600,2006.4,0,4.139999866485596,transactional,https://modani.com/collections/beds
contemporary bed frame,2,12100,1960.2,0,3.1700000762939453,transactional,https://modani.com/collections/beds
modern bed frame king,2,12100,1960.2,0,3.1600000858306885,transactional,https://modani.com/collections/beds
modern furniture design for living room,2,12100,1960.2,12,2.1700000762939453,commercial,https://modani.com/collections/living
modern furniture design living room,2,12100,1960.2,13,2.1700000762939453,navigational,https://modani.com/collections/living
modern furniture for living rooms,2,12100,1960.2,1,2.1700000762939453,transactional,https://modani.com/collections/living
modern sofa couch,2,12100,1960.2,0,3.319999933242798,transactional,https://modani.com/collections/sofas
modern style living room furniture,2,12100,1960.2,0,2.1700000762939453,transactional,https://modani.com/collections/living
modern furniture tv stands,3,18100,1761.1,0,1.7100000381469727,transactional,https://modani.com/collections/tv-stands
modern television stand,3,18100,1761.1,2,1.7100000381469727,transactional,https://modani.com/collections/tv-stands
modern tv stand,3,18100,1761.1,0,1.7100000381469727,transactional,https://modani.com/collections/tv-stands
tv stand contemporary,3,18100,1761.1,0,1.7100000381469727,transactional,https://modani.com/collections/tv-stands
contemporary leather couch,1,5400,1641.6,0,3.9200000762939453,transactional,https://modani.com/collections/modern-leather-sofas
leather couch contemporary,1,5400,1641.6,0,3.9200000762939453,transactional,https://modani.com/collections/modern-leather-sofas
modern bedroom furniture sets,1,5400,1641.6,0,3.2300000190734863,transactional,https://modani.com/collections/bedroom
