keyword,position,rank_absolute,search_volume,etv,keyword_difficulty,cpc,competition,search_intent,ranking_url,serp_page
leather for couch,3,4,33100,3220.6,0,2.990000009536743,1,transactional,https://www.americanleather.com/leather-fabrics/swatches/fabric-swatches/,1
recliner armchair leather,1,2,9900,3009.6,0,2.069999933242798,1,transactional,https://www.americanleather.com/category/motion-furniture/recliners/,1
good sofa beds,2,4,18100,2932.2,6,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
top sofa beds,2,2,18100,2932.2,26,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfort sleeper couch,1,1,8100,2462.4,10,2.2899999618530273,1,transactional,https://www.americanleather.com/product-collections/comfort-sleeper,1
comfortable couch sofa bed,1,3,8100,2462.4,25,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable sleeper couch,1,3,8100,2462.4,8,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable sleeper sofa,1,1,8100,2462.4,2,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable sleeping couch,1,2,8100,2462.4,26,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable sofa bed,1,1,8100,2462.4,24,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable sofa sleeper,1,2,8100,2462.4,9,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
cover leather sofa,1,5,8100,2462.4,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
leather sofa cover,1,3,8100,2462.4,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
most comfortable bed sofa,1,3,8100,2462.4,6,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
most comfortable couch beds,1,2,8100,2462.4,6,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
most comfortable sleeper sofa,1,2,8100,2462.4,3,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
most comfortable sofa bed,1,2,8100,2462.4,5,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
most comfortable sofa sleeper,1,2,8100,2462.4,9,2.4700000286102295,1,commercial,https://www.americanleather.com/product-collections/comfort-sleeper,1
most comfy sofa bed,1,2,8100,2462.4,9,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeper couch comfortable,1,5,8100,2462.4,36,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeper sofas full size,1,2,8100,2462.4,4,2.3499999046325684,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sofa bed most comfortable,1,2,8100,2462.4,10,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
clean leather sofa,2,5,14800,2397.6,0,1.5899999141693115,0.9800000190734863,transactional,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
pull out sofa bed couch,5,10,49500,2321.6,4,1.440000057220459,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
settee leather,4,7,33100,2181.3,1,2.990000009536743,1,transactional,https://www.americanleather.com/category/,1
leather sofa and recliner,3,5,22200,2160.1,0,2.2100000381469727,1,transactional,https://www.americanleather.com/all-products/motion-furniture/motion-sofas/,1
american leather comfort sleeper,1,1,6600,2006.4,0,3.119999885559082,1,transactional,https://www.americanleather.com/product-collections/comfort-sleeper,1
leather couch with sleeper,1,5,6600,2006.4,0,3.059999942779541,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sleeper couch,1,2,6600,2006.4,0,3.059999942779541,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sleeper sofa,1,2,6600,2006.4,0,3.059999942779541,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeper couch leather,1,2,6600,2006.4,0,3.059999942779541,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
american leather company,2,2,12100,1960.2,9,1.2599999904632568,1,navigational,https://www.americanleather.com/,1
sofa bed sleeper sofa,2,5,12100,1960.2,2,1.8299999237060547,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sofa beds and sleepers,2,3,12100,1960.2,4,1.8299999237060547,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sleeper couches,3,3,18100,1761.1,4,3.369999885559082,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sleeper sofa,3,4,18100,1761.1,5,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sofa sleeper bed,3,8,18100,1761.1,4,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sofa sleeper couch,3,5,18100,1761.1,4,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
couch sofa leather,5,11,33100,1552.4,0,2.990000009536743,1,transactional,https://www.americanleather.com/category/stationary-furniture/sofas-sectionals/,1
leather sofa and couch,5,6,33100,1552.4,0,2.990000009536743,1,transactional,https://www.americanleather.com/category/stationary-furniture/sofas-sectionals/,1
sofa couch leather,5,12,33100,1552.4,0,2.990000009536743,1,transactional,https://www.americanleather.com/category/stationary-furniture/sofas-sectionals/,1
reclining chairs,10,18,135000,1525.5,4,1.6600000858306885,1,transactional,https://www.americanleather.com/category/motion-furniture/recliners/,1
recliners leather,4,7,22200,1463.0,0,2.200000047683716,1,transactional,https://www.americanleather.com/product-collections/comfort-recliner-collection,1
clean leather couch,3,7,14800,1440.0,0,1.5899999141693115,0.9800000190734863,transactional,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
cleaning leather settees,3,6,14800,1440.0,0,1.5899999141693115,0.9800000190734863,commercial,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
bed couch leather,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
couch bed leather,1,3,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
full size sleeper sofa bed,1,3,4400,1337.6,3,1.5799999237060547,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather bed settee,1,1,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofa bed,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofa bed leather,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofa couch bed,1,5,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofa sleeper,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofa sleepers,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather sofas sleeper,1,2,4400,1337.6,0,2.240000009536743,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable bed settee,2,7,8100,1312.2,24,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable bed settees,2,3,8100,1312.2,6,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
comfortable couch bed,2,3,8100,1312.2,25,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
full size sleeper couch,2,4,8100,1312.2,9,2.3499999046325684,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
how can i clean a leather couch,2,4,8100,1312.2,0,0.5199999809265137,0.6899999976158142,informational,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
how do you clean a leather sofa,2,5,8100,1312.2,0,0.5199999809265137,0.6899999976158142,informational,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
how do you clean leather sofa,2,6,8100,1312.2,0,0.5199999809265137,0.6899999976158142,informational,https://www.americanleather.com/resource-center/how-to-clean-furniture,1
leather covers for sofa,2,4,8100,1312.2,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
leather slip covers for sofa,2,5,8100,1312.2,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
most comfortable couch bed,2,3,8100,1312.2,3,2.4700000286102295,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
slipcover on leather sofa,2,3,8100,1312.2,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
sofa bed comfort,2,4,8100,1312.2,26,2.2899999618530273,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sofa covers for leather furniture,2,4,8100,1312.2,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
sofa slipcover leather,2,4,8100,1312.2,0,0.8100000023841858,1,transactional,https://www.americanleather.com/our-materials/upholstery-covers/,1
pull-out couches,7,10,49500,1267.2,0,1.5199999809265137,1,transactional,https://www.americanleather.com/category/sleeper-sofas/,1
best rated sofa beds,4,7,18100,1192.8,2,3.369999885559082,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sofa bed,4,7,18100,1192.8,24,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
best sofa beds,4,8,18100,1192.8,11,3.369999885559082,1,commercial,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sofa sleeper best,4,5,18100,1192.8,14,3.369999885559082,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
leather settee sofa,6,10,33100,1118.8,0,2.990000009536743,1,transactional,https://www.americanleather.com/,1
couches that recline,9,15,74000,1110,0,2.0299999713897705,1,transactional,https://www.americanleather.com/all-products/motion-furniture/motion-sofas/,1
fabrics and leather,1,7,3600,1094.4,0,0.6000000238418579,1,informational,https://www.americanleather.com/leather-fabrics-1/,1
upholstery fabric durability,1,2,3600,1094.4,0,1.25,0.9700000286102295,informational,https://www.americanleather.com/resource-center/fabric-rub-tests/,1
couch with sleeper bed,2,3,6600,1069.2,5,1.9900000095367432,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeper sofa bed,2,5,6600,1069.2,0,1.9900000095367432,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeper sofa leather,2,5,6600,1069.2,0,3.059999942779541,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
sleeping sofa bed,2,4,6600,1069.2,6,1.9900000095367432,1,transactional,https://www.americanleather.com/category/sleeper-sofas/comfort-sleeper/,1
