keyword,position,search_volume,etv,keyword_difficulty,cpc,search_intent,ranking_url
nyc sectional sofa,7,40,1.0,0,3.190000057220459,transactional,https://telaitalianfurniture.com/product/new-york-5-seater-sectional/
sofa with attached table,10,90,1.0,0,0.9800000190734863,transactional,https://telaitalianfurniture.com/product/zenit-2-seater-with-attached-end-table/
fully reclining chaise lounge,8,40,0.8,0,0.6200000047683716,transactional,https://telaitalianfurniture.com/product/alto-sofa-with-chaise-lounge/
the prince collection,8,40,0.8,10,,navigational,https://telaitalianfurniture.com/product-category/prince-collection/
italian furniture for sale,7,30,0.8,0,1.0099999904632568,transactional,https://telaitalianfurniture.com/
contemporary italian sofa,9,50,0.8,0,2.1500000953674316,transactional,https://telaitalianfurniture.com/product-category/sofas/
infinity desk,9,50,0.8,0,0.7300000190734863,transactional,https://telaitalianfurniture.com/product/infinity-desk/
italian sofas near me,9,50,0.8,0,1.7699999809265137,transactional,https://telaitalianfurniture.com/
cuscini pasta,9,40,0.6,0,,transactional,https://telaitalianfurniture.com/product/cuscini-pillow/
italy pillow,9,40,0.6,0,1.2699999809265137,transactional,https://telaitalianfurniture.com/product/cuscini-pillow/
italian furniture on sale,8,30,0.6,0,1.0099999904632568,transactional,https://telaitalianfurniture.com/
office chair italy,10,50,0.6,0,3.430000066757202,transactional,https://telaitalianfurniture.com/product-category/home-office/
full grain leather chaise lounge,10,40,0.5,0,5.679999828338623,transactional,https://telaitalianfurniture.com/product/alto-sofa-with-chaise-lounge/
new york sectional sofa,10,40,0.5,0,3.190000057220459,transactional,https://telaitalianfurniture.com/product/new-york-5-seater-sectional/
ottoman nyc,10,40,0.5,0,,navigational,https://telaitalianfurniture.com/product/new-york-ottoman/
italy home furniture,9,30,0.4,0,3.130000114440918,navigational,https://telaitalianfurniture.com/
leather furniture nyc,9,30,0.4,0,3.509999990463257,commercial,https://telaitalianfurniture.com/product/new-york-2-seater/
online italian furniture store,9,30,0.4,7,1.6399999856948853,navigational,https://telaitalianfurniture.com/
sofa workshop eden,9,30,0.4,0,1.7300000190734863,navigational,https://telaitalianfurniture.com/product/eden-3-seater-and-ottoman/
lounge recliner sofa,9,20,0.3,0,2.259999990463257,transactional,https://telaitalianfurniture.com/product/demeter-sofa-with-chaise-lounge-recliner-options/
